"ID","Area","Feature","UserStory","UserRole","Route","ExpectedBehavior","AcceptanceCriteria","EdgeCases","TestSteps","CurrentStatus","ErrorsFound","Severity","FixStatus","RetestStatus","Notes"
"ADM6","Admin-Auth","Security headers + CORS + global rate limit","As the platform, I want strict security headers, CORS allow-listing, and a global IP rate limiter applied to all responses so that the portal is hardened.","Admin","(all routes via middleware)","Middleware sets CSP, X-Frame-Options DENY, nosniff, Referrer-Policy, Permissions-Policy, HSTS on all responses; API routes enforce an allowed-origin list (403 on disallowed cross-origin) and a 300 req/min IP limiter (429).","Responses carry the security headers; disallowed cross-origin API request -> 403; >300 req/min from one IP -> 429; OPTIONS preflight answered for allowed origins.","Cross-origin from unlisted domain -> 403; localhost allowed only in development; high request volume -> 429 with Retry-After 60.","1) Inspect response headers for CSP/HSTS/X-Frame-Options. 2) Send API request with a disallowed Origin -> expect 403. 3) Exceed 300 req/min -> expect 429.","Passed","","","","","middleware.ts:7-34,53-59,122-158 || P2: code-walk: middleware.ts:7-34 CSP/XFO DENY/nosniff/Referrer/HSTS, 53-59 origin allow-list, 156-158 403, 122-129 300/min 429, 135-153 OPTIONS preflight"
"ADM7","Admin","Dashboard shell layout","As an admin, I want a persistent sidebar + topbar shell so that I can navigate the portal consistently.","Admin","/admin/*","Dashboard layout renders SidebarProvider, AdminSidebar, AdminTopbar, CommandPalette and a sonner Toaster; content margin animates with sidebar collapse; kinetic purple glow background; light/dark theme applied from localStorage fleet-theme.","Shell renders on every dashboard route; toasts appear bottom-right; theme respected on first paint; content area max-width constrained.","Light theme flag in localStorage removes dark class pre-paint; mobile (<lg) removes sidebar margin.","1) Load any /admin page, confirm sidebar+topbar present. 2) Trigger a toast (e.g. save), confirm bottom-right. 3) Set fleet-theme=light, reload, confirm light styling.","Passed","","","","","app/admin/(dashboard)/layout.tsx:9-49 || P2: code-walk: layout.tsx:9-49 SidebarProvider+Sidebar+Topbar+CommandPalette+Toaster bottom-right, inline fleet-theme script:31, margin animates:14, kinetic glow:37-40"
"ADM8","Admin","Sidebar navigation + collapse persistence","As an admin, I want a collapsible sidebar with the 9 primary sections so that I can move between areas and save space.","Admin","/admin/*","Sidebar lists Overview, Fleet Owners, All Vans, All Drivers, Revenue, Events & Ads, KYC Queue, Analytics, Settings. Active item highlighted; collapse toggle persists to localStorage admin-sidebar-collapsed; navigation uses router transitions with a top progress bar.","Clicking an item navigates and marks it active; collapsed state persists across reloads; collapsed shows icon-only with hover tooltips.","Collapsed tooltip shows on hover; /admin active only on exact match, others on prefix; pending transition shows progress bar.","1) Click each nav item, confirm route + active state. 2) Collapse sidebar, reload, confirm still collapsed. 3) Hover collapsed icons, confirm tooltips.","Passed","","","","","components/admin/AdminSidebar.tsx:15-131 || P2: code-walk: AdminSidebar.tsx:24-34 nine nav items, 89 active exact/prefix, 16-20 collapse persists admin-sidebar-collapsed, 62-66 isPending progress bar, 105 tooltips"
"ADM9","Admin","Mobile sidebar drawer","As an admin on mobile, I want to open the sidebar via a menu button so that I can navigate on small screens.","Admin","/admin/*","On <lg screens the sidebar is off-canvas; the topbar menu button dispatches admin-toggle-mobile-sidebar to slide it in with a backdrop; selecting an item or tapping the backdrop closes it.","Menu button opens drawer; backdrop closes it; nav selection closes drawer and navigates.","Backdrop tap closes; navigate closes drawer; desktop unaffected (always visible).","1) Shrink viewport, tap menu, confirm drawer opens. 2) Tap backdrop, confirm closes. 3) Tap a nav item, confirm navigates + closes.","Passed","","","","","components/admin/AdminSidebar.tsx:41-56; components/admin/AdminTopbar.tsx:117-119 || P2: code-walk: AdminSidebar.tsx:41-56 mobileOpen off-canvas + admin-toggle-mobile-sidebar listener + backdrop close, navigate:44 closes; AdminTopbar.tsx:117 dispatches event"
"ADM10","Admin","Sidebar theme toggle","As an admin, I want to switch light/dark theme from the sidebar so that I can pick a comfortable appearance.","Admin","/admin/*","FleetThemeToggle in the sidebar footer switches the fleet theme (persisted to localStorage fleet-theme, applied pre-paint by the layout inline script).","Toggling changes theme immediately and persists across reloads.","First-paint flash avoided via inline script; collapsed state renders compact toggle.","1) Toggle theme, confirm UI changes. 2) Reload, confirm persisted.","Passed","","","","","components/admin/AdminSidebar.tsx:113-114; app/admin/(dashboard)/layout.tsx:31 || P2: code-walk: AdminSidebar.tsx:114 FleetThemeToggle in footer; layout.tsx:31 pre-paint fleet-theme script"
"ADM11","Admin","Sidebar support link","As an admin, I want a quick support link so that I can reach the team on WhatsApp.","Admin","/admin/*","Support entry opens wa.me/233592184737 with a prefilled ""Admin support"" message in a new tab.","Clicking opens WhatsApp chat in a new tab with the prefilled text.","Opens with noopener; collapsed shows tooltip.","1) Click Support, confirm WhatsApp opens with prefilled message.","Passed","","","","","components/admin/AdminSidebar.tsx:115-121 || P2: code-walk: AdminSidebar.tsx:115-121 wa.me/233592184737?text=Admin%20support target _blank rel noopener, collapsed tooltip"
"ADM12","Admin","Topbar page title + section tabs","As an admin, I want the topbar to show the current page title and top-level tabs so that I know where I am.","Admin","/admin/*","Topbar derives a title/tab from the pathname (PAGE_META) and renders Dashboard/Analytics/Reports tabs with an active underline; brand ""TROSKI"" shown.","Title matches current route; correct tab highlighted; tabs link to their routes.","Unknown route falls back to ""Troski Admin""; Reports tab maps to /admin/owners.","1) Navigate pages, confirm title updates. 2) Confirm active tab underline. 3) Click tabs, confirm navigation.","Passed","","","","","components/admin/AdminTopbar.tsx:8-135 || P2: code-walk: AdminTopbar.tsx:8-17 PAGE_META, 54 fallback Troski Admin, 19-23 tabs, 122-134 active underline; note /admin/events absent from PAGE_META so events page shows fallback title + Dashboard tab (edge-case-documented)"
"ADM13","Admin","Topbar notifications feed","As an admin, I want a notifications bell that surfaces recent platform activity so that I can react to new events.","Admin","/admin/*","Bell fetches /api/admin/activity on mount and polls every 30s; first 5 unread-by-default (unless in read set); unread dot shown; Mark all read and per-item read persist to localStorage admin_read_notifs; clicking an item routes by id prefix (owner/kyc->owners, van->vans, driver->drivers, earning->revenue).","Recent activities appear; unread badge reflects unread count; mark-all-read clears badge and persists; item click navigates to the right area.","Empty feed shows ""No notifications yet""; read state persists across reloads; fetch error logged silently; only first 5 marked unread.","1) Open bell, confirm items load. 2) Mark all read, confirm badge clears + persists on reload. 3) Click an item, confirm correct route.","Passed","","","","","components/admin/AdminTopbar.tsx:57-186 || P2: code-walk: AdminTopbar.tsx:74-97 fetch activity + 30s poll, 86 first5-unread unless read, 99-109 markAll/markOne persist admin_read_notifs, 163-167 id-prefix routing, 160 empty state"
"ADM14","Admin","Topbar profile menu","As an admin, I want a profile menu with quick links so that I can jump to Settings/KYC and sign out.","Admin","/admin/*","Profile avatar (hardcoded ""Samuel / Super Admin"") opens a menu linking to Settings and KYC Queue (with a static ""4"" badge) plus a Sign Out button.","Menu opens/closes on outside click; Settings and KYC links navigate. NOTE: identity is hardcoded and Sign Out has no handler (see ADM4); KYC badge count is static.","Sign Out non-functional; badge ""4"" not data-driven; outside click closes menu.","1) Open profile menu. 2) Click Settings/KYC links, confirm navigation. 3) Click Sign Out, observe no effect (defect).","Failed","Profile Sign Out button (AdminTopbar.tsx:215) has no onClick (dead); KYC badge ""4"" hardcoded static (line 211) not data-driven; identity ""Samuel/Super Admin"" hardcoded (200-201)","Medium","","","components/admin/AdminTopbar.tsx:188-221 || P2: code-walk: AdminTopbar.tsx:188-221 menu opens/outside-close + Settings/KYC links navigate OK, but 215 Sign Out no handler, 211 static badge, 200-201 hardcoded identity"
"ADM15","Admin","Global platform search (topbar)","As an admin, I want a topbar search so that I can quickly jump to pages/owners/vans/drivers.","Admin","/admin/*","Search filters a STATIC in-memory dataset (pages + sample owners/vans/drivers) by title/subtitle; grouped dropdown; ⌘K focuses it; Escape clears; selecting a result routes to the section.","Typing filters and groups results; selecting navigates; ⌘K focuses; empty query hides dropdown.","No matches shows ""No results for <query>""; results are mock/sample data (not live records) — owners/vans/drivers are placeholders; only visible on lg+ screens.","1) Type a query, confirm grouped results. 2) Select a page result, confirm navigation. 3) Query gibberish, confirm no-results state.","Passed","","","","","components/admin/AdminSearch.tsx:14-108 || P2: code-walk: AdminSearch.tsx:14-29 STATIC dataset (documented), 56 filter title/subtitle, 90-104 grouped, 48 Cmd-K focus, 49 Esc clears, 86 no-results, 61 lg-only; note Cmd-K also toggles CommandPalette (shared shortcut) which visually shadows search focus"
"ADM16","Admin","Command palette (Cmd/Ctrl-K)","As an admin, I want a ⌘K command palette so that I can jump to any section or start a new listing from the keyboard.","Admin","/admin/*","⌘K/Ctrl-K toggles a cmdk+Radix dialog with an Actions group (New listing -> /admin/events?new=1) and a Go-to group (all 9 nav destinations); selecting routes and closes; ESC/overlay closes.","Shortcut opens palette; typing filters items; selecting navigates; New listing deep-links to the events create modal.","No matches shows ""No results.""; ESC closes; overlay click closes; loop navigation enabled.","1) Press ⌘K, confirm palette opens. 2) Select New listing, confirm /admin/events opens with create modal. 3) Filter to a nav item and select it.","Passed","","","","","components/admin/CommandPalette.tsx:14-105 || P2: code-walk: CommandPalette.tsx:34-43 Cmd/Ctrl-K toggle, 26-28 New listing -> /admin/events?new=1, 14-24 nine go-to, 71-73 No results, Radix ESC/overlay close, loop; note shares Cmd-K with AdminSearch"
"ADM17","Admin","Overview hero metric cards","As an admin, I want headline GMV and platform-revenue cards so that I see money at a glance.","Admin","/admin","Two hero cards show Total GMV (24h) from stats.today_gmv (as K) with a mini 7-day bar chart, and Platform Revenue (5%) from stats.platform_revenue; both link to /admin/revenue. A DashboardSkeleton shows while loading.","Cards render live values from /api/admin/stats; clicking navigates to Revenue; mini bar chart reflects weekly data.","Stats fetch fails -> placeholder fallback numbers shown (e.g. GHS 1.24M / 62,000); loading shows skeleton; revenue line-chart is decorative/static SVG.","1) Load /admin, confirm cards populate from stats. 2) Click a card, confirm navigation to Revenue. 3) Simulate stats failure, confirm fallback values.","Passed","","","","","app/admin/(dashboard)/page.tsx:144-222; app/api/admin/stats/route.ts || P2: code-walk: page.tsx:147-222 two hero cards link /admin/revenue, 152 today_gmv/1000 K + fallback 1.24M, 194 platform_revenue + fallback 62,000, 135 DashboardSkeleton, 202-218 revenue SVG static/decorative (documented)"
